symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date,ebit,total_liabilities,net_income_fy0,net_income_fy1,operating_cash_flow_fy0,operating_cash_flow_fy1,total_assets_fy0,total_assets_fy1,long_term_debt_fy0,long_term_debt_fy1,current_assets_fy0,current_assets_fy1,current_liabilities_fy0,current_liabilities_fy1,total_revenue_fy0,total_revenue_fy1,cost_of_revenue_fy0,cost_of_revenue_fy1,shares_outstanding_fy0,shares_outstanding_fy1,market_cap_as_of,negative_revenue_flag
20MICRONS,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9538325504.0,1230866048.0,12.9,1560039936.0,6983198530.428284,55.16,14.8,14.48,18.8829,0.0,668256000.0,2026-07-11,ok,INR,OK,7562226000.0,3978873000.0,1998537000.0,,,32.043,,0.717,,7647805952.0,735836032.0,,,1.4303018,10.350053,2026-08-03,1018019000.0,2693674000.0,668256000.0,623763000.0,1035949000.0,317864000.0,7562226000.0,7145086000.0,174497000.0,222079000.0,4169528000.0,3731372000.0,2170991000.0,2193068000.0,9516757000.0,9116589000.0,6032266000.0,5845041000.0,35286502.0,35286502.0,2026-08-03,False
21STCENMGM,Twentyfirst Century Management Services Limited,Financial Services,Capital Markets,-168779008.0,-239438000.0,0.0,0.0,430185012.8173828,72.41,,-57.21,-72.1721,0.0,-240474000.0,2026-07-11,ok,INR,OK,395560000.0,-150523000.0,122582000.0,2.928,1.523,,-0.30996,0.504,,386328992.0,35456000.0,-23686000.0,13173875.0,1.3013372,,2026-08-03,-239589000.0,64990000.0,-240474000.0,123377000.0,-23686000.0,51478000.0,395560000.0,570650000.0,,,186173000.0,316104000.0,63591000.0,58581000.0,-168779000.0,1128817000.0,61766000.0,922052000.0,10500000.0,10500000.0,2026-08-03,True
360ONE,360 One Wam Limited,Financial Services,Asset Management,44772601856.0,28223399936.0,63.04,159313100800.0,469061859654.83545,17.0,26.9,14.39,10.2023,0.0,12161699840.0,2026-07-11,ok,INR,OK,272013500000.0,,127311200000.0,,,161.977,,0.394,,606060216320.0,14815899648.0,,,4.732552,38.145565,2026-08-03,26671200000.0,173658000000.0,12161700000.0,10153000000.0,-29210600000.0,-24621700000.0,272013500000.0,197687000000.0,153202700000.0,29494400000.0,137901000000.0,112571400000.0,10589800000.0,93302000000.0,31381300000.0,26353100000.0,12197000000.0,9713100000.0,406138438.0,393073939.0,2026-08-03,False
3BBLACKBIO,3B Blackbio Dx Limited,,,1419181056.0,585150976.0,41.23,31066000.0,,66.02,57.5,19.89,,,585859008.0,2026-07-11,ok,INR,OK,,,,5.272,4.124,0.937,0.09906,0.414,,10136723456.0,383139008.0,524759008.0,584679488.0,3.2136712,,2026-08-03,,,,,,,,,,,,,,,,,,,,,2026-08-03,False
3IINFOLTD,3i Infotech Limited,Technology,Information Technology Services,6933600256.0,-180000000.0,-2.6,615699968.0,4990134523.254438,13.34,-6.0,10.26,11.8226,0.0,354600000.0,2026-07-11,ok,INR,OK,6621700000.0,,323700000.0,,,16.298,,-0.175,,4642364416.0,776000000.0,,,1.3681494,13.625698,2026-08-03,491700000.0,2843900000.0,354600000.0,253500000.0,-435800000.0,315600000.0,6621700000.0,5728200000.0,70200000.0,70000000.0,2786400000.0,2622300000.0,2462700000.0,2219800000.0,6933600000.0,7257600000.0,6361300000.0,6475600000.0,207403767.0,179055134.0,2026-08-03,False
3MINDIA,3M India Limited,Industrials,Conglomerates,50897600512.0,9857599488.0,19.37,1697500032.0,401205468050.0,76.48,16.8,28.9,47.5368,0.0,5223199744.0,2026-07-11,ok,INR,OK,31372500000.0,,13773500000.0,2.182,1.422,9.6,0.18757,0.27,,385265303552.0,8177800192.0,5137200128.0,4592943104.0,23.01335,77.51595,2026-08-03,9375300000.0,13691000000.0,5223200000.0,4760700000.0,5137200000.0,3551100000.0,31372500000.0,30145917000.0,,,25423800000.0,24406715000.0,11650300000.0,10429558000.0,50897600000.0,44455600000.0,29333200000.0,26494100000.0,11265070.0,11265070.0,2026-08-03,False
3PLAND,3P Land Holdings Ltd,,,,,,,,,,,1.8682,0.0,,2026-07-11,ok,INR,OK,1123202000.0,248588000.0,1105461000.0,,,,,,,,,,,,,2026-08-03,20953000.0,76632000.0,21781000.0,20902000.0,588000.0,11711000.0,1123202000.0,1534938000.0,,,1107119000.0,1518560000.0,1658000.0,1586000.0,38583000.0,36586000.0,71000.0,43000.0,18000000.0,18000000.0,2026-08-03,False
5PAISA,5paisa Capital Limited,Financial Services,Capital Markets,2873612032.0,,0.0,3785600000.0,16548377721.0,71.24,6.4,7.05,4.9699,0.0,441855008.0,2026-07-11,ok,INR,OK,19071252000.0,,16987160000.0,,,58.31,,0.533,,5120355328.0,14177139712.0,,,1.7021389,27.089724,2026-08-03,918214000.0,12579010000.0,441855000.0,682331000.0,-1037056000.0,979350000.0,19071252000.0,16666280000.0,3785600000.0,2174160000.0,17582740000.0,15732620000.0,595580000.0,10535680000.0,1810179000.0,2291565000.0,886241000.0,740300000.0,31251838.0,31233338.0,2026-08-03,False
63MOONS,63 moons technologies limited,Technology,Software - Application,2115934976.0,-2816858880.0,-133.13,54222000.0,42300096966.0,58.13,519.5,-1.52,-0.9619,0.0,-223943008.0,2026-07-11,ok,INR,OK,38865852000.0,,21169051000.0,11.277,9.925,0.149,-0.05193,0.688,,24410718208.0,19559452672.0,-2929723904.0,-2795436032.0,1.1643407,,2026-08-03,-354040000.0,2370628000.0,-224337000.0,-331704000.0,-2929724000.0,-1427828000.0,38865852000.0,36785417000.0,25694000.0,,23228978000.0,23946828000.0,2059927000.0,2217552000.0,2106298000.0,466381000.0,2050371000.0,1200970000.0,46078537.0,46078537.0,2026-08-03,False
A2ZINFRA,A2Z Infra Engineering Limited,Industrials,Engineering & Construction,3848508928.0,206873504.0,5.38,912934976.0,2916692396.1155243,36.77,28.9,17.871,23.782,99.68,23833000.0,2026-07-11,ok,INR,OK,4606685000.0,,-634363000.0,0.835,0.221,301.806,0.00509,0.048,,3763337728.0,47456000.0,-166144992.0,-350804256.0,6.1027837,68.4,2026-08-03,150075000.0,4286449000.0,43729000.0,89731000.0,-166145000.0,542143000.0,4606685000.0,4984243000.0,7511000.0,6926000.0,3205575000.0,3301438000.0,3839938000.0,4264157000.0,3864379000.0,3362675000.0,1788229000.0,1332430000.0,176119858.0,176119858.0,2026-08-03,False
AAATECH,AAA Technologies Limited,Technology,Information Technology Services,203786000.0,16579000.0,8.14,0.0,1152872748.7701416,71.71,-68.1,6.68,8.9145,0.0,20629000.0,2026-07-11,ok,INR,OK,326454000.0,,300328000.0,18.862,7.506,,0.02562,0.323,,1090339328.0,65973000.0,26964000.0,-155164128.0,3.78541,56.27329,2026-08-03,27603000.0,16814000.0,20629000.0,35103000.0,26964000.0,16553000.0,326454000.0,325543000.0,,0.0,317142000.0,313190000.0,16814000.0,17292000.0,203786000.0,254555000.0,103824000.0,89815000.0,12826800.0,12826800.0,2026-08-03,False
AADHARHFC,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,22549100544.0,,0.0,187433205760.0,219193368378.98785,74.78,20.9,15.75,4.6166,0.0,10958799872.0,2026-07-11,ok,INR,OK,273988400000.0,32582200000.0,10804200000.0,,,255.574,,0.395,,401230036992.0,7909499904.0,,,2.9129157,19.555857,2026-08-03,27512200000.0,198579500000.0,10958800000.0,9118300000.0,-28078800000.0,-30266500000.0,273988400000.0,232239600000.0,151791100000.0,141797900000.0,56199000000.0,51887100000.0,45394800000.0,25880400000.0,33874400000.0,28351700000.0,4995500000.0,4174100000.0,435703710.0,431384459.0,2026-08-03,False
AAKASH,Aakash Exploration Services Limited,Energy,Oil & Gas Equipment & Services,1124600064.0,150712992.0,13.4,267812992.0,912262523.174286,,26.7,5.63,9.5614,0.0,34999000.0,2026-07-11,ok,INR,OK,1061143000.0,,-56924000.0,0.84,0.7,41.927,0.03367,-0.112,,1152247936.0,1144000.0,144310000.0,-77281816.0,1.3909541,25.657143,2026-08-03,67448000.0,422383000.0,34999000.0,18408000.0,144310000.0,82295000.0,1061143000.0,964316280.0,34257000.0,771090.0,298798000.0,303078460.0,355722000.0,333680719.0,1124600000.0,981889000.0,269273000.0,207803000.0,101250000.0,101250000.0,2026-08-03,False
AARNAV,Aarnav Fashions Limited,,,4624044032.0,300643008.0,6.5,1091686016.0,,71.48,45.1,4.88,,0.0,93463000.0,2026-07-11,ok,INR,OK,,,,,,55.533,,0.6,,2182977024.0,226612992.0,,,0.6500246,,2026-08-03,,,,,,,,,,,,,,,,,,,,,2026-08-03,False
AARON,Aaron Industries Limited,Industrials,Specialty Industrial Machinery,920049984.0,176870000.0,19.22,277476000.0,2841808631.9058533,,13.3,14.84,21.4761,0.0,67974000.0,2026-07-11,ok,INR,OK,911784000.0,180065000.0,96563000.0,1.372,0.271,57.079,0.10067,-0.068,,3122102272.0,115000.0,76704000.0,27651500.0,5.5628357,40.49231,2026-08-03,140098000.0,425662000.0,67974000.0,82432000.0,76704000.0,86325000.0,911784000.0,828242000.0,118527000.0,180795000.0,356002000.0,251752000.0,259439000.0,196892000.0,920050000.0,779305000.0,583873000.0,505049000.0,,20946478.0,2026-08-03,False
AARTIDRUGS,Aarti Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,25653100544.0,3115899904.0,12.15,5766400000.0,37808597500.0,60.16,6.4,13.36,12.9218,2.47,1949200000.0,2026-07-11,ok,INR,OK,28152600000.0,,5455100000.0,,,37.221,,,,,,,,2.3985796,19.074942,2026-08-03,2446100000.0,12660354000.0,1949200000.0,1681600000.0,2535400000.0,2445800000.0,28152600000.0,25746782000.0,2568700000.0,2840000000.0,14677700000.0,13383550000.0,9222600000.0,8369668000.0,25653100000.0,23870300000.0,16187200000.0,15421000000.0,91270000.0,91270000.0,2026-08-03,False
AARTIIND,Aarti Industries Limited,Basic Materials,Specialty Chemicals,82859999232.0,11509999616.0,13.89,49659998208.0,177736080550.0,42.08,13.2,7.25,8.5341,3.57,4190000128.0,2026-07-11,ok,INR,OK,132990000000.0,,-8510000000.0,,,83.392,,0.592,,221112156160.0,6089999872.0,,,2.9549413,33.296852,2026-08-03,7050000000.0,73440000000.0,4190000000.0,3310000000.0,7810000000.0,12420000000.0,132990000000.0,111135200000.0,21880000000.0,18674200000.0,41870000000.0,28947400000.0,50380000000.0,34664000000.0,82860000000.0,72690000000.0,53490000000.0,46550000000.0,362594369.0,362519910.0,2026-08-03,False
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18194425856.0,4024176896.0,22.12,7937210880.0,61775622606.25,44.22,3.3,8.49,10.9988,11.03,1747073024.0,2026-07-11,ok,INR,OK,34817059000.0,,4597218000.0,1.49,0.643,37.359,0.058330003,0.216,,68343934976.0,96159000.0,2619314944.0,-1659496192.0,2.884644,35.051865,2026-08-03,2798240000.0,13571012000.0,1747073000.0,2724048000.0,2619315000.0,3301394000.0,34817059000.0,29064051000.0,1858114000.0,1112583000.0,13972919000.0,13221672000.0,9375701000.0,6570495000.0,18194425000.0,21150745000.0,8348324000.0,10766530000.0,90657751.0,90634624.0,2026-08-03,False
AARTISURF,Aarti Surfactants Limited,Basic Materials,Specialty Chemicals,8594592768.0,472112992.0,5.49,1041825984.0,4074505305.0,55.24,26.8,5.17,9.2522,0.0,123421000.0,2026-07-11,ok,INR,OK,5166597000.0,,641099000.0,1.325,0.602,42.536,0.037130002,0.622,,4296925184.0,134310000.0,766470976.0,177834496.0,1.6605504,33.05842,2026-08-03,295249000.0,2717338000.0,123421000.0,145447000.0,766471000.0,111835000.0,5166597000.0,4771871000.0,419342000.0,52777000.0,2616566000.0,2518228000.0,1975467000.0,1863031000.0,8591292000.0,6590854000.0,7230970000.0,5343109000.0,8464995.0,8458495.0,2026-08-03,False
AARVI,Aarvi Encon Limited,Industrials,Staffing & Employment Services,6498518016.0,226874000.0,3.49,266970000.0,2291215244.8013306,,19.2,13.18,15.0804,0.0,176204992.0,2026-07-11,ok,INR,OK,2369483000.0,,894358000.0,2.045,1.398,18.792,0.05811,-0.109,,2411949312.0,172563008.0,80458000.0,96460624.0,1.6157779,13.175722,2026-08-03,228271000.0,948798000.0,176205000.0,100445000.0,80458000.0,-24026000.0,2369483000.0,2130294000.0,23502000.0,33296000.0,1750144000.0,1626166000.0,855786000.0,800795000.0,6498518000.0,5103890000.0,4888039000.0,3768723000.0,14810700.0,14810700.0,2026-08-03,False
AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,15562722304.0,,0.0,156855713792.0,113622607258.0,49.67,19.2,13.92,2.7457,0.0,6548812800.0,2026-07-11,ok,INR,OK,212125009000.0,,202182725000.0,,,310.553,,0.525,,246242328576.0,18432993280.0,,,2.2562215,16.6918,2026-08-03,5820797000.0,161616554000.0,6548813000.0,5741082000.0,-13864162000.0,-16601262000.0,212125009000.0,186184740000.0,155922090000.0,115739014000.0,202308856000.0,44658134000.0,126131000.0,25498132000.0,23927492000.0,21252141000.0,15754953000.0,13935502000.0,79282743.0,79153665.0,2026-08-03,False
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,133767200768.0,18776449024.0,14.04,848200000.0,1601815406625.0,75.31,0.8,,28.4544,0.0,15539999744.0,2026-07-11,ok,INR,OK,136384800000.0,51507800000.0,60162600000.0,2.193,1.691,1.547,0.07907,0.486,,1472369917952.0,73355198464.0,14709600256.0,10823799808.0,20.555353,102.301476,2026-08-03,22493300000.0,58024900000.0,16682600000.0,18716400000.0,12195100000.0,13318000000.0,136384800000.0,123913300000.0,,,117497100000.0,107626000000.0,57334500000.0,52739600000.0,130653200000.0,120876700000.0,85186700000.0,75046400000.0,211908375.0,211908375.0,2026-08-03,False
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,69290500096.0,18920800256.0,27.31,1719900032.0,594024237410.0,75.55,6.5,34.46,41.8728,,15520199680.0,2026-07-11,ok,INR,OK,65019300000.0,36082600000.0,22941200000.0,2.554,1.878,3.602,0.18281001,0.016,,570127220736.0,22323300352.0,13192399872.0,13517474816.0,12.415707,38.15275,2026-08-03,21042600000.0,17277400000.0,15520200000.0,14144400000.0,13192400000.0,10118400000.0,65019300000.0,59173100000.0,,,37706900000.0,47651100000.0,14765700000.0,14071900000.0,69290500000.0,64091500000.0,36928200000.0,34967800000.0,21249302.0,21249302.0,2026-08-03,False
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,323269885952.0,,0.0,1808028663808.0,1167770517426.254,68.77,7.7,11.18,,0.0,37644898304.0,2026-07-11,ok,INR,OK,3353931200000.0,179944600000.0,,,,495.936,,0.675,,2734774026240.0,171203493888.0,,,3.2293046,27.483809,2026-08-03,168934300000.0,2986257200000.0,37644900000.0,33323200000.0,-365440000000.0,-279346300000.0,3353931200000.0,2790613800000.0,1788796500000.0,1287244800000.0,,,,,438407700000.0,390919400000.0,,,2619606094.0,2607010822.0,2026-08-03,False
ABCOTS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,Textile Manufacturing,2988820992.0,396204992.0,13.26,1468244992.0,4418421395.183411,84.45,22.5,9.87,13.1028,0.0,130281000.0,2026-07-11,ok,INR,OK,3128787000.0,,841731000.0,1.88,0.772,95.828,0.053379998,-0.708,,5821704192.0,16102000.0,344747008.0,-138081504.0,2.8814218,33.653267,2026-08-03,284588000.0,1596627000.0,130281000.0,102125000.0,344747000.0,-178677000.0,3128787000.0,2883899000.0,611062000.0,701647000.0,1798547000.0,1725563000.0,956816000.0,1046240000.0,2988821000.0,2981761000.0,2185337000.0,2344236000.0,21963620.0,16811340.0,2026-08-03,False
ABDL,ALLIED BLEND N DISTILS L,Consumer Defensive,Beverages - Wineries & Distilleries,39227785216.0,5401330176.0,13.77,11505278976.0,173769931308.75,80.93,9.4,13.55,24.6197,0.0,2283220992.0,2026-07-11,ok,INR,OK,41537023000.0,4067287000.0,7501691000.0,,,68.251,,0.814,,183669833728.0,1346532992.0,,,10.422765,78.127365,2026-08-03,4858118000.0,24679712000.0,2283221000.0,1948640000.0,3619612000.0,-6784221000.0,41537023000.0,35290629000.0,2597356000.0,936992000.0,29306086000.0,26210930000.0,21804395000.0,18462732000.0,37110860000.0,33438748000.0,22609858000.0,21384711000.0,279710151.0,279710151.0,2026-08-03,False
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel Manufacturing,81769201664.0,6866400256.0,8.4,61891100672.0,75817391557.69925,59.07,15.7,-12.69,-3.1621,0.0,-7758900224.0,2026-07-11,ok,INR,OK,177572000000.0,,11876300000.0,1.252,0.414,98.822,-0.023729999,0.007,,123950243840.0,15454799872.0,1607500032.0,-2212512512.0,1.3001271,,2026-08-03,-4124500000.0,114943000000.0,-7758900000.0,-3758200000.0,1607500000.0,16813300000.0,177572000000.0,166395000000.0,10914400000.0,11483300000.0,59013700000.0,60609600000.0,47137400000.0,39187400000.0,81769200000.0,73547300000.0,34671100000.0,31770700000.0,1216777241.0,1215865084.0,2026-08-03,False
ABINFRA,A B INFRABUILD LIMITED,Industrials,Engineering & Construction,2562071040.0,380723008.0,14.86,1156440960.0,6477324329.710922,79.17,17.0,13.83,17.8922,0.0,193412992.0,2026-07-11,ok,INR,OK,3616420000.0,,1197700000.0,1.757,0.861,68.314,0.067719996,0.348,,7503326720.0,320060992.0,-511736000.0,-645289280.0,3.9420063,33.533333,2026-08-03,364147000.0,1923578000.0,193413000.0,161216000.0,-511736000.0,-254829000.0,3616420000.0,2491414000.0,,189369000.0,2778893000.0,1861229000.0,1581193000.0,1101631000.0,2562071000.0,2081688000.0,2040341000.0,1650903000.0,638789360.0,59012588.0,2026-08-03,False
ABLBL,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,Apparel Retail,83958104064.0,13440100352.0,16.01,30180999168.0,116180144344.2908,57.3,11.9,12.72,13.2277,0.0,1710499968.0,2026-07-11,ok,INR,OK,87200500000.0,2191100000.0,2814600000.0,,,213.719,,,,144649289728.0,1078499968.0,,,8.289542,68.02128,2026-08-03,5846400000.0,73078700000.0,1710500000.0,596000000.0,12188100000.0,11441700000.0,87200500000.0,,5809600000.0,,45816800000.0,,43002200000.0,,83958100000.0,78299600000.0,33993600000.0,32720200000.0,1214638186.0,,2026-08-03,False
ABMINTLLTD,ABM International Limited,Basic Materials,Specialty Chemicals,544595008.0,-24784000.0,-4.55,83618000.0,423360000.0,,-18.7,-17.19,-12.0657,0.0,-21490000.0,2026-07-11,ok,INR,OK,370204000.0,,46421000.0,1.162,0.528,72.831,-0.05145,-0.047,,425980352.0,45192000.0,32509000.0,41578124.0,3.2828789,,2026-08-03,-16650000.0,234925000.0,-13644000.0,-34155000.0,-12269000.0,-96161000.0,370204000.0,391478000.0,0.0,0.0,278630000.0,304870000.0,232209000.0,240148000.0,801932000.0,936437000.0,812520000.0,970045000.0,9408000.0,9408000.0,2026-08-03,False
ABMKNO,ABM Knowledgeware Limited,,,1034630976.0,177328992.0,17.14,0.0,,81.38,4.7,4.18,,,94482000.0,2026-07-11,ok,INR,OK,,,,7.475,6.039,,0.029860001,0.418,,2283391232.0,910097984.0,-113539000.0,-48014876.0,1.3507973,,2026-08-03,,,,,,,,,,,,,,,,,,,,,2026-08-03,False
ABREL,Aditya Birla Real Estate Limited,Real Estate,Real Estate Services,4143000064.0,-3494299904.0,-84.34,56364900352.0,157927271401.4912,55.43,,-8.91,-5.1922,0.0,-3264699904.0,2026-07-11,ok,INR,OK,202327600000.0,13083000000.0,53656500000.0,1.437,0.252,152.371,-0.01411,0.428,,189478617088.0,23729299456.0,7472300032.0,2291837440.0,4.280343,,2026-08-03,-4126600000.0,165335700000.0,-1032200000.0,-1612800000.0,7472300000.0,-12934400000.0,202327600000.0,165331700000.0,37610400000.0,37086000000.0,176506700000.0,140187900000.0,122850200000.0,84170100000.0,4037700000.0,12033700000.0,1724200000.0,7446300000.0,110577844.0,110526980.0,2026-08-03,False
ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,20566999040.0,12911200256.0,62.78,637299968.0,295222572105.4968,44.83,-15.0,25.1,30.7182,0.0,9750700032.0,2026-07-11,ok,INR,OK,44154300000.0,37202900000.0,27591100000.0,,,1.577,,0.331,,254731403264.0,38120001536.0,,,7.272909,29.238724,2026-08-03,12705700000.0,3737700000.0,9750700000.0,9306000000.0,8119300000.0,7084800000.0,44154300000.0,41144300000.0,,,30383300000.0,28339000000.0,2792200000.0,2580500000.0,18450300000.0,16847800000.0,4175000000.0,3978600000.0,288806197.0,288489286.0,2026-08-03,False
ACC,ACC Limited,Basic Materials,Building Materials,257617002496.0,27312099328.0,10.6,4286099968.0,261606431500.65,57.49,32.3,10.93,10.4238,0.0,21370699776.0,2026-07-11,ok,INR,OK,275252600000.0,167100100000.0,56113700000.0,,,2.085,,0.358,2.33,261476188160.0,5376000000.0,,,1.2774682,13.786982,2026-08-03,22686000000.0,69707700000.0,21370700000.0,24021200000.0,-13640100000.0,17114800000.0,275252600000.0,254126100000.0,,,113728900000.0,91443100000.0,57615200000.0,56681500000.0,250453900000.0,208297300000.0,157169600000.0,125042300000.0,187787263.0,187787263.0,2026-08-03,False
ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,5368771072.0,1373111808.0,25.58,868561984.0,17151766150.689331,75.13,-0.5,,51.9174,0.0,988744000.0,2026-07-11,ok,INR,OK,3745725000.0,,1622626000.0,2.551,1.896,6.276,0.19558,0.523,,16451651584.0,761905024.0,991635008.0,915209472.0,6.484421,17.878504,2026-08-03,1780290000.0,1716616000.0,1290159000.0,938480000.0,1445631000.0,1561439000.0,4493375000.0,4114358000.0,,,3127137000.0,3107850000.0,1064295000.0,892590000.0,5284914000.0,5107945000.0,1446767000.0,1510226000.0,14926261.0,14926261.0,2026-08-03,False
ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,32804399104.0,5039499776.0,15.36,79000000.0,131216346637.1543,66.81,7.1,22.89,28.4624,0.0,4150899968.0,2026-07-11,ok,INR,OK,32516800000.0,,4062400000.0,,,0.393,,0.319,,121085722624.0,6374600192.0,,,6.5412927,30.111687,2026-08-03,5788200000.0,12406200000.0,4150900000.0,4092200000.0,4172700000.0,4119800000.0,32516800000.0,27108470000.0,,,16242900000.0,13225684000.0,12180500000.0,10815089000.0,32804400000.0,33270500000.0,22144900000.0,22734300000.0,119020076.0,119000840.0,2026-08-03,False
ACEINTEG,Ace Integrated Solutions Limited,Industrials,Staffing & Employment Services,8100000.0,-15800000.0,-195.06,800000.0,199308009.3383789,,-93.8,-5.55,-7.1002,0.0,-9500000.0,2026-07-11,ok,INR,OK,169900000.0,,87700000.0,39.13,21.522,0.479,-0.06072,0.031,,239333328.0,31200000.0,-1600000.0,3750000.0,1.6441729,,2026-08-03,-11900000.0,3000000.0,-9500000.0,-15600000.0,-1600000.0,-1400000.0,169900000.0,182100000.0,100000.0,800000.0,90000000.0,107800000.0,2300000.0,5500000.0,8100000.0,85500000.0,12800000.0,67500000.0,10200000.0,10200000.0,2026-08-03,False
ACI,Archean Chemical Industries Limited,Basic Materials,Chemicals,10810507264.0,2280982016.0,21.1,4663793152.0,65253932641.63953,53.43,-12.9,5.55,7.662,17.26,1068593984.0,2026-07-11,ok,INR,OK,26647811000.0,9522128000.0,930307000.0,,,24.128,,0.191,,69054496768.0,490728992.0,,,3.418345,67.969536,2026-08-03,1705893000.0,7318385000.0,1068594000.0,1621487000.0,1396295000.0,1762337000.0,26647811000.0,23890329000.0,1266655000.0,1515989000.0,5313808000.0,6913900000.0,4383501000.0,1972780000.0,10774330000.0,10394407000.0,642669000.0,-77940000.0,123458394.0,123427682.0,2026-08-03,False
ACL,Andhra Cements Limited,Basic Materials,Building Materials,4425900032.0,148900000.0,3.36,11270700032.0,4409515191.664352,90.5,73.2,-59.62,-5.6767,31.67,-671600000.0,2026-07-11,ok,INR,OK,14200600000.0,-6468600000.0,-952100000.0,,,1395.925,,1.029,,15217459200.0,443400000.0,,,5.447489,,2026-08-03,-644600000.0,13393200000.0,-671600000.0,-1521100000.0,-251500000.0,595500000.0,14200600000.0,11444100000.0,10121600000.0,6985300000.0,1893300000.0,1265700000.0,2845400000.0,2908100000.0,4411800000.0,2728700000.0,966000000.0,442400000.0,92172140.0,92172140.0,2026-08-03,False
ACMESOLAR,ACME SOLAR HOLDINGS LTD,Utilities,Utilities - Renewable,25070800896.0,22650370048.0,90.35,198962937856.0,261433774426.03912,71.59,12.5,10.41,7.1082,0.0,4989150208.0,2026-07-11,ok,INR,OK,285403090000.0,,37655790000.0,,,393.194,,,,367370665984.0,61580910592.0,,,4.441067,38.336777,2026-08-03,17998120000.0,234801410000.0,4989150000.0,2521080000.0,12485910000.0,15430190000.0,285403090000.0,184037390000.0,167398760000.0,98571700000.0,69857380000.0,37817460000.0,32201590000.0,13195300000.0,20229590000.0,14051310000.0,,510750000.0,605388914.0,605087781.0,2026-08-03,False
ACSTECH,ACS Technologies Limited,,,2642439936.0,196520992.0,7.44,467724000.0,,52.32,196.2,7.29,,,79589000.0,2026-07-11,ok,INR,OK,,,,2.091,0.934,34.749,0.04765,0.295,,2786871040.0,35268000.0,-364740000.0,-458696864.0,1.7639832,,2026-08-03,,,,,,,,,,,,,,,,,,,,,2026-08-03,False
ACUTAAS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,13393668096.0,4804162048.0,35.87,355959008.0,257435548021.57324,38.34,40.3,23.52,16.5092,0.0,3562553088.0,2026-07-11,ok,INR,OK,15492611000.0,4534333000.0,5893886000.0,,,2.081,,0.026,,253832953856.0,2248343040.0,,,15.433453,88.81162,2026-08-03,2223814000.0,2291807000.0,1587136000.0,427730000.0,1183427000.0,1251697000.0,15492611000.0,10959033000.0,0.0,1136412000.0,7916360000.0,4933036000.0,2022474000.0,2851701000.0,9999668000.0,7130117000.0,5937339000.0,4548019000.0,81868922.0,73761124.0,2026-08-03,False
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,275880312832.0,90471596032.0,32.79,515923509248.0,1980314435337.0,74.03,16.8,9.66,8.4324,0.54,22825400320.0,2026-07-11,ok,INR,OK,928349200000.0,75565900000.0,23794800000.0,,,194.5,,0.679,,2454669230080.0,48825597952.0,,,7.78098,67.6386,2026-08-03,65257400000.0,663092800000.0,22825400000.0,10599700000.0,109966800000.0,90445100000.0,928349200000.0,739601000000.0,453673200000.0,369922900000.0,178257600000.0,135865100000.0,154462800000.0,99226800000.0,272026300000.0,235749500000.0,160319800000.0,131665700000.0,1201282642.0,1201282642.0,2026-08-03,False
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,1004686082048.0,134081601536.0,13.35,1066217897984.0,4150784170020.264,77.32,20.3,13.66,9.8267,0.79,92307398656.0,2026-07-11,ok,INR,OK,2616003500000.0,336150300000.0,22637900000.0,,,119.56,,0.808,,5016606736384.0,98084003840.0,,,4.900716,53.375088,2026-08-03,199175700000.0,1724221000000.0,93394700000.0,70990000000.0,23569100000.0,45131000000.0,2616003500000.0,1981355400000.0,761661500000.0,646012600000.0,611760400000.0,409442200000.0,589122500000.0,473831500000.0,1002670200000.0,977110800000.0,740660900000.0,649502600000.0,1292682416.0,1190510909.0,2026-08-03,False
